Year,App,Taxon,Class,Order,Family,Genus,Importer,Exporter,Condition,Purpose,Source
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,Singapore,Malaysia,skins,Commercial,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,Singapore,Malaysia,leather products (small),Commercial,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,Singapore,Netherlands,leather products (small),Commercial,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,Singapore,New Zealand,leather products (small),Commercial,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,Singapore,Philippines,leather products (small),Commercial,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,Singapore,United States of America,leather products (small),Commercial,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,Singapore,Vietnam,skins,Commercial,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,San Marino,France,garments,Commercial,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,Senegal,France,leather products (small),Commercial,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,El Salvador,Italy,leather products (small),Personal,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,Thailand,United Arab Emirates,leather products (small),Circus or travelling exhibition,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,Thailand,China,leather products (small),Personal,Unknown
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,Thailand,France,leather products (large),Commercial,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,Thailand,France,leather products (small),Commercial,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,Thailand,Hong Kong,leather products (small),Commercial,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,Thailand,Italy,leather products (small),Personal,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,Thailand,Italy,leather products (large),Personal,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,Thailand,Italy,leather products (small),Personal,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,Thailand,Italy,leather products (small),Commercial,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,Tokelau,Italy,leather products (small),Personal,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,Turkmenistan,Italy,garments,Commercial,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,Tunisia,Spain,skins,Commercial,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,Tunisia,France,leather products (small),Commercial,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,Tunisia,France,skins,Commercial,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,Tunisia,Italy,leather products (small),Commercial,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,Tunisia,Vietnam,skins,Commercial,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,Turkey,Switzerland,leather products (small),Commercial,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,Turkey,Switzerland,leather products (small),Commercial,Wild
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,Turkey,Germany,live,Commercial,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,Turkey,Spain,skins,Commercial,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,Turkey,France,leather products (small),Commercial,Wild
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,Turkey,France,leather products (small),Commercial,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,Turkey,France,leather products (large),Commercial,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,Turkey,France,leather products (small),Commercial,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,Turkey,United Kingdom of Great Britain and Northern Ireland,leather products (small),Commercial,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,Turkey,Ireland,leather products (small),Commercial,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,Turkey,Italy,garments,Commercial,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,Turkey,Italy,leather products (large),Personal,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,Turkey,Italy,leather products (small),Personal,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,Turkey,Italy,leather products (small),Commercial,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,Turkey,Italy,skins,Commercial,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,Turkey,Monaco,leather products (small),Personal,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,Turkey,Netherlands,leather products (small),Commercial,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,Turkey,Netherlands,leather products (small),Commercial,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,Taiwan,Czech Republic,live,Commercial,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,Taiwan,France,garments,Commercial,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,Taiwan,France,leather products (large),Commercial,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,Taiwan,France,leather products (small),Commercial,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,Taiwan,Italy,garments,Commercial,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,Taiwan,Italy,leather products (small),Personal,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,Taiwan,Italy,leather products (small),Commercial,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,Taiwan,Italy,leather products (small),Commercial,Wild
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,Taiwan,Italy,skin pieces,Commercial,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,Taiwan,Netherlands,leather products (small),Commercial,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,Taiwan,Singapore,leather products (small),Commercial,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,Ukraine,Estonia,live,Circus or travelling exhibition,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,Ukraine,France,garments,Commercial,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,Ukraine,France,leather products (small),Commercial,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,Ukraine,Italy,garments,Commercial,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,Ukraine,Italy,leather products (large),Personal,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,Ukraine,Italy,leather products (small),Personal,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,Ukraine,Italy,garments,Commercial,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,Ukraine,Italy,leather products (large),Personal,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,Ukraine,Italy,leather products (small),Personal,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,Ukraine,Italy,leather products (small),Commercial,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,Ukraine,Latvia,live,Circus or travelling exhibition,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,Ukraine,Monaco,leather products (small),Personal,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,Ukraine,Sweden,leather products (small),Commercial,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,Ukraine,San Marino,garments,Commercial,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,Uganda,France,leather products (small),Commercial,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,United States of America,Austria,leather products (large),Commercial,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,United States of America,Belgium,leather products (small),Personal,Confiscated or seized specimens
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,United States of America,Belgium,leather products (small),Commercial,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,United States of America,Brazil,leather products (small),Commercial,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,United States of America,Canada,leather products (small),Commercial,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,United States of America,Switzerland,leather products (large),Commercial,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,United States of America,Switzerland,leather products (large),Commercial,Wild
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,United States of America,Switzerland,garments,Commercial,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,United States of America,Switzerland,leather products (small),Commercial,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,United States of America,Switzerland,leather products (small),Commercial,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,United States of America,Switzerland,garments,Commercial,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,United States of America,Switzerland,leather products (large),Commercial,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,United States of America,Switzerland,leather products (large),Commercial,Wild
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,United States of America,Switzerland,leather products (small),Commercial,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,United States of America,Switzerland,leather products (small),Commercial,Wild
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,United States of America,China,leather products (small),Commercial,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,United States of America,China,leather products (small),Personal,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,United States of America,China,leather products (small),Personal,Unknown
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,United States of America,China,leather products (small),Circus or travelling exhibition,Unknown
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,United States of America,China,leather products (small),Commercial,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,United States of America,Germany,garments,Personal,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,United States of America,Germany,garments,Commercial,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,United States of America,Germany,garments,Commercial,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,United States of America,Germany,leather products (small),Personal,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,United States of America,Germany,leather products (small),Commercial,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,United States of America,Spain,leather products (small),Commercial,Confiscated or seized specimens
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,United States of America,Spain,leather products (small),Commercial,Wild
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,United States of America,Spain,leather products (small),Commercial,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,United States of America,Spain,skins,Commercial,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,United States of America,France,leather products (small),Commercial,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,United States of America,France,leather products (small),Commercial,Wild
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,United States of America,France,leather products (small),Commercial,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,United States of America,France,cloth,Commercial,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,United States of America,France,garments,Personal,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,United States of America,France,garments,Personal,Wild
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,United States of America,France,garments,Commercial,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,United States of America,France,garments,Commercial,Confiscated or seized specimens
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,United States of America,France,leather products (small),Commercial,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,United States of America,France,leather products (small),Commercial,Confiscated or seized specimens
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,United States of America,France,leather products (small),Commercial,Wild
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,United States of America,France,garments,Commercial,Confiscated or seized specimens
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,United States of America,United Kingdom of Great Britain and Northern Ireland,garments,Personal,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,United States of America,United Kingdom of Great Britain and Northern Ireland,garments,Commercial,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,United States of America,United Kingdom of Great Britain and Northern Ireland,jewellery,Commercial,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,United States of America,United Kingdom of Great Britain and Northern Ireland,leather products (large),Personal,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,United States of America,United Kingdom of Great Britain and Northern Ireland,leather products (small),Personal,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,United States of America,United Kingdom of Great Britain and Northern Ireland,leather products (small),Commercial,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,United States of America,Hong Kong,leather products (small),Commercial,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,United States of America,Hong Kong,leather products (small),Commercial,Wild
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,United States of America,Hong Kong,skin pieces,Commercial,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,United States of America,Ireland,leather products (small),Commercial,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,United States of America,Italy,leather products (small),Commercial,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,United States of America,Italy,leather products (small),Commercial,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,United States of America,Italy,leather products (small),Commercial,Wild
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,United States of America,Italy,garments,Commercial,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,United States of America,Italy,leather products (small),Commercial,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,United States of America,Italy,leather products (small),Commercial,Wild
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,United States of America,Italy,skins,Commercial,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,United States of America,Italy,leather products (small),Commercial,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,United States of America,Italy,leather products (small),Personal,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,United States of America,Italy,garments,Personal,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,United States of America,Italy,garments,Personal,Wild
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,United States of America,Italy,garments,Commercial,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,United States of America,Italy,garments,Commercial,Wild
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,United States of America,Italy,leather products (large),Personal,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,United States of America,Italy,leather products (large),Commercial,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,United States of America,Italy,leather products (large),Commercial,Wild
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,United States of America,Italy,leather products (small),Personal,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,United States of America,Italy,leather products (small),Personal,Wild
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,United States of America,Italy,leather products (small),Scientific,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,United States of America,Italy,leather products (small),Commercial,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,United States of America,Italy,leather products (small),Commercial,Confiscated or seized specimens
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,United States of America,Italy,leather products (small),Commercial,Wild
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,United States of America,Italy,skins,Commercial,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,United States of America,Italy,skins,Commercial,Wild
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,United States of America,Italy,skin pieces,Commercial,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,United States of America,Italy,skin pieces,Commercial,Wild
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,United States of America,Italy,leather products (small),Personal,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,United States of America,Jersey,leather products (small),Commercial,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,United States of America,Japan,leather products (small),Commercial,Wild
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,United States of America,Cambodia,leather products (small),Personal,Confiscated or seized specimens
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,United States of America,Monaco,leather products (small),Personal,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,United States of America,Mexico,leather products (small),Commercial,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,United States of America,Mexico,leather products (large),Commercial,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,United States of America,Mexico,leather products (large),Commercial,Confiscated or seized specimens
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,United States of America,Mexico,leather products (small),Commercial,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,United States of America,Mexico,leather products (small),Commercial,Wild
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,United States of America,Netherlands,leather products (small),Commercial,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,United States of America,Singapore,leather products (small),Personal,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,United States of America,Singapore,leather products (small),Commercial,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,United States of America,Singapore,skins,Commercial,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,United States of America,Singapore,skin pieces,Personal,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,United States of America,Thailand,jewellery,Commercial,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,United States of America,Thailand,jewellery,Commercial,Confiscated or seized specimens
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,United States of America,Thailand,jewellery,Commercial,Wild
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,United States of America,Thailand,leather products (large),Commercial,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,United States of America,Thailand,leather products (small),Commercial,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,United States of America,Thailand,leather products (small),Commercial,Wild
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,United States of America,Thailand,skins,Commercial,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,United States of America,Thailand,specimens,Scientific,Confiscated or seized specimens
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,United States of America,Vietnam,meat,Commercial,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,United States of America,South Africa,leather products (large),Commercial,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,United States of America,South Africa,leather products (small),Commercial,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,United States of America,South Africa,leather products (large),Commercial,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,United States of America,South Africa,leather products (small),Commercial,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,Uruguay,Italy,leather products (small),Personal,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,Uruguay,Italy,leather products (small),Commercial,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,Uzbekistan,France,leather products (large),Commercial,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,Uzbekistan,Italy,garments,Personal,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,Uzbekistan,Italy,garments,Commercial,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,Uzbekistan,Italy,leather products (small),Personal,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,Uzbekistan,Italy,leather products (small),Commercial,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,Venezuela,France,leather products (small),Commercial,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,Venezuela,Italy,leather products (small),Personal,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,Venezuela,Italy,leather products (small),Commercial,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,Vietnam,France,leather products (small),Commercial,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,Vietnam,United Kingdom of Great Britain and Northern Ireland,leather products (small),Commercial,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,Vietnam,Hong Kong,leather products (small),Commercial,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,Vietnam,Italy,leather products (small),Commercial,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,Vietnam,Italy,leather products (small),Personal,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,Vietnam,Italy,leather products (small),Commercial,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,Vietnam,Italy,leather products (small),Commercial,Wild
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,Vietnam,Italy,skins,Commercial,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,Vietnam,Singapore,leather products (small),Commercial,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,Unknown,France,leather products (small),Commercial,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,Unknown,France,garments,Commercial,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,Unknown,France,leather products (small),Commercial,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,Unknown,France,leather products (small),Commercial,Wild
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,Unknown,Italy,live,Circus or travelling exhibition,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,Unknown,Italy,leather products (small),Personal,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,Unknown,Italy,leather products (small),Commercial,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,Unknown,Monaco,garments,Personal,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,Unknown,Monaco,leather products (small),Personal,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,Unknown,Netherlands,leather products (small),Commercial,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,Unknown,Tunisia,leather products (small),Commercial,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,South Africa,Germany,leather products (small),Commercial,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,South Africa,France,leather products (small),Commercial,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,South Africa,Hong Kong,leather products (small),Commercial,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,South Africa,Indonesia,live,Commercial,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,South Africa,Italy,garments,Commercial,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,South Africa,Italy,leather products (small),Personal,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,South Africa,Italy,leather products (small),Commercial,Bred in captivity
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,South Africa,Netherlands,leather products (small),Commercial,Bred in captivity
2016,II,Python breitensteini,Reptilia,Serpentes,Pythonidae,Python,United Arab Emirates,France,leather products (small),Commercial,Wild
2016,II,Python breitensteini,Reptilia,Serpentes,Pythonidae,Python,United Arab Emirates,Italy,leather products (small),Personal,Wild
2016,II,Python breitensteini,Reptilia,Serpentes,Pythonidae,Python,United Arab Emirates,Italy,leather products (small),Scientific,Wild
2016,II,Python breitensteini,Reptilia,Serpentes,Pythonidae,Python,United Arab Emirates,Italy,leather products (small),Commercial,Wild
2016,II,Python breitensteini,Reptilia,Serpentes,Pythonidae,Python,United Arab Emirates,Italy,leather products (small),Commercial,Wild
2016,II,Python breitensteini,Reptilia,Serpentes,Pythonidae,Python,Argentina,Indonesia,live,Commercial,Wild
2016,II,Python breitensteini,Reptilia,Serpentes,Pythonidae,Python,Australia,France,leather products (small),Commercial,Wild
2016,II,Python breitensteini,Reptilia,Serpentes,Pythonidae,Python,Australia,Hong Kong,leather products (small),Commercial,Wild
2016,II,Python breitensteini,Reptilia,Serpentes,Pythonidae,Python,Australia,Italy,leather products (small),Commercial,Wild
