Year,App,Taxon,Class,Order,Family,Genus,Importer,Exporter,Condition,Purpose,Source
2016,II,Nandayus nenday,Aves,Psittaciformes,Psittacidae,Nandayus,United States of America,Canada,live,Personal,Born in captivity
2016,II,Nandayus nenday,Aves,Psittaciformes,Psittacidae,Nandayus,United States of America,Uruguay,live,Personal,Born in captivity
2016,II,Neophema chrysostoma,Aves,Psittaciformes,Psittacidae,Neophema,United States of America,Belgium,live,Commercial,Bred in captivity
2016,II,Neophema chrysostoma,Aves,Psittaciformes,Psittacidae,Neophema,United States of America,Netherlands,live,Commercial,Bred in captivity
2016,II,Neophema chrysostoma,Aves,Psittaciformes,Psittacidae,Neophema,Unknown,Germany,bodies,Circus or travelling exhibition,Bred in captivity
2016,II,Neophema elegans,Aves,Psittaciformes,Psittacidae,Neophema,Curaçao,Netherlands,live,Commercial,Bred in captivity
2016,II,Neophema elegans,Aves,Psittaciformes,Psittacidae,Neophema,Maldives,Belgium,live,Commercial,Bred in captivity
2016,II,Neophema elegans,Aves,Psittaciformes,Psittacidae,Neophema,Norway,Denmark,live,Commercial,Bred in captivity
2016,II,Neophema elegans,Aves,Psittaciformes,Psittacidae,Neophema,Russian Federation,Czech Republic,live,Commercial,Bred in captivity
2016,II,Neophema elegans,Aves,Psittaciformes,Psittacidae,Neophema,United States of America,Belgium,live,Commercial,Bred in captivity
2016,II,Neophema elegans,Aves,Psittaciformes,Psittacidae,Neophema,South Africa,Netherlands,live,Commercial,Bred in captivity
2016,II,Neophema petrophila,Aves,Psittaciformes,Psittacidae,Neophema,Israel,Netherlands,live,Commercial,Bred in captivity
2016,II,Neophema pulchella,Aves,Psittaciformes,Psittacidae,Neophema,United Arab Emirates,Czech Republic,live,Commercial,Bred in captivity
2016,II,Neophema pulchella,Aves,Psittaciformes,Psittacidae,Neophema,Netherlands Antilles,Belgium,live,Commercial,Bred in captivity
2016,II,Neophema pulchella,Aves,Psittaciformes,Psittacidae,Neophema,Barbados,United Kingdom of Great Britain and Northern Ireland,live,Personal,Bred in captivity
2016,II,Neophema pulchella,Aves,Psittaciformes,Psittacidae,Neophema,Barbados,United Kingdom of Great Britain and Northern Ireland,live,Commercial,Bred in captivity
2016,II,Neophema pulchella,Aves,Psittaciformes,Psittacidae,Neophema,Bangladesh,Belgium,live,Commercial,Bred in captivity
2016,II,Neophema pulchella,Aves,Psittaciformes,Psittacidae,Neophema,Bangladesh,Netherlands,live,Commercial,Bred in captivity
2016,II,Neophema pulchella,Aves,Psittaciformes,Psittacidae,Neophema,Chile,Spain,live,Commercial,Bred in captivity
2016,II,Neophema pulchella,Aves,Psittaciformes,Psittacidae,Neophema,Egypt,Belgium,live,Commercial,Bred in captivity
2016,II,Neophema pulchella,Aves,Psittaciformes,Psittacidae,Neophema,Indonesia,France,bodies,Commercial,Born in captivity
2016,II,Neophema pulchella,Aves,Psittaciformes,Psittacidae,Neophema,Indonesia,France,bodies,Commercial,Born in captivity
2016,II,Neophema pulchella,Aves,Psittaciformes,Psittacidae,Neophema,Indonesia,Netherlands,live,Commercial,Bred in captivity
2016,II,Neophema pulchella,Aves,Psittaciformes,Psittacidae,Neophema,Japan,Belgium,live,Commercial,Bred in captivity
2016,II,Neophema pulchella,Aves,Psittaciformes,Psittacidae,Neophema,Lebanon,Czech Republic,live,Commercial,Bred in captivity
2016,II,Neophema pulchella,Aves,Psittaciformes,Psittacidae,Neophema,Maldives,Spain,live,Commercial,Bred in captivity
2016,II,Neophema pulchella,Aves,Psittaciformes,Psittacidae,Neophema,Mexico,Cuba,live,Commercial,Bred in captivity
2016,II,Neophema pulchella,Aves,Psittaciformes,Psittacidae,Neophema,Mexico,Spain,live,Commercial,Born in captivity
2016,II,Neophema pulchella,Aves,Psittaciformes,Psittacidae,Neophema,Norway,Denmark,live,Commercial,Bred in captivity
2016,II,Neophema pulchella,Aves,Psittaciformes,Psittacidae,Neophema,New Zealand,South Africa,bodies,Commercial,Bred in captivity
2016,II,Neophema pulchella,Aves,Psittaciformes,Psittacidae,Neophema,Portugal,Switzerland,live,Circus or travelling exhibition,Bred in captivity
2016,II,Neophema pulchella,Aves,Psittaciformes,Psittacidae,Neophema,Senegal,Belgium,live,Commercial,Bred in captivity
2016,II,Neophema pulchella,Aves,Psittaciformes,Psittacidae,Neophema,Taiwan,Belgium,live,Commercial,Bred in captivity
2016,II,Neophema splendida,Aves,Psittaciformes,Psittacidae,Neophema,United Arab Emirates,Czech Republic,live,Commercial,Bred in captivity
2016,II,Neophema splendida,Aves,Psittaciformes,Psittacidae,Neophema,Bangladesh,Belgium,live,Commercial,Bred in captivity
2016,II,Neophema splendida,Aves,Psittaciformes,Psittacidae,Neophema,Bangladesh,Netherlands,live,Commercial,Bred in captivity
2016,II,Neophema splendida,Aves,Psittaciformes,Psittacidae,Neophema,Democratic Republic of Congo,Belgium,live,Commercial,Bred in captivity
2016,II,Neophema splendida,Aves,Psittaciformes,Psittacidae,Neophema,Chile,Spain,live,Commercial,Bred in captivity
2016,II,Neophema splendida,Aves,Psittaciformes,Psittacidae,Neophema,Japan,Belgium,live,Commercial,Bred in captivity
2016,II,Neophema splendida,Aves,Psittaciformes,Psittacidae,Neophema,Lebanon,Czech Republic,live,Commercial,Bred in captivity
2016,II,Neophema splendida,Aves,Psittaciformes,Psittacidae,Neophema,Norway,Denmark,live,Commercial,Bred in captivity
2016,II,Neophema splendida,Aves,Psittaciformes,Psittacidae,Neophema,New Zealand,South Africa,bodies,Commercial,Bred in captivity
2016,II,Neophema splendida,Aves,Psittaciformes,Psittacidae,Neophema,Russian Federation,Czech Republic,live,Commercial,Bred in captivity
2016,II,Neophema splendida,Aves,Psittaciformes,Psittacidae,Neophema,Thailand,Netherlands,live,Commercial,Bred in captivity
2016,II,Neophema splendida,Aves,Psittaciformes,Psittacidae,Neophema,Taiwan,Belgium,live,Commercial,Bred in captivity
2016,II,Neophema splendida,Aves,Psittaciformes,Psittacidae,Neophema,South Africa,Belgium,live,Commercial,Bred in captivity
2016,II,Neopsephotus bourkii,Aves,Psittaciformes,Psittacidae,Neopsephotus,United Arab Emirates,Czech Republic,live,Commercial,Bred in captivity
2016,II,Neopsephotus bourkii,Aves,Psittaciformes,Psittacidae,Neopsephotus,United Arab Emirates,Netherlands,live,Commercial,Bred in captivity
2016,II,Neopsephotus bourkii,Aves,Psittaciformes,Psittacidae,Neopsephotus,Aruba,Netherlands,live,Commercial,Bred in captivity
2016,II,Neopsephotus bourkii,Aves,Psittaciformes,Psittacidae,Neopsephotus,Barbados,United Kingdom of Great Britain and Northern Ireland,live,Personal,Bred in captivity
2016,II,Neopsephotus bourkii,Aves,Psittaciformes,Psittacidae,Neopsephotus,Barbados,United Kingdom of Great Britain and Northern Ireland,live,Commercial,Bred in captivity
2016,II,Neopsephotus bourkii,Aves,Psittaciformes,Psittacidae,Neopsephotus,Brunei Darussalam,Netherlands,live,Commercial,Bred in captivity
2016,II,Neopsephotus bourkii,Aves,Psittaciformes,Psittacidae,Neopsephotus,Democratic Republic of Congo,Belgium,live,Commercial,Bred in captivity
2016,II,Neopsephotus bourkii,Aves,Psittaciformes,Psittacidae,Neopsephotus,Chile,Spain,live,Commercial,Bred in captivity
2016,II,Neopsephotus bourkii,Aves,Psittaciformes,Psittacidae,Neopsephotus,Chile,Spain,live,Commercial,Bred in captivity
2016,II,Neopsephotus bourkii,Aves,Psittaciformes,Psittacidae,Neopsephotus,Guatemala,Cuba,live,Commercial,Bred in captivity
2016,II,Neopsephotus bourkii,Aves,Psittaciformes,Psittacidae,Neopsephotus,Guatemala,Netherlands,live,Commercial,Bred in captivity
2016,II,Neopsephotus bourkii,Aves,Psittaciformes,Psittacidae,Neopsephotus,Indonesia,Netherlands,live,Commercial,Bred in captivity
2016,II,Neopsephotus bourkii,Aves,Psittaciformes,Psittacidae,Neopsephotus,Japan,Belgium,live,Commercial,Bred in captivity
2016,II,Neopsephotus bourkii,Aves,Psittaciformes,Psittacidae,Neopsephotus,Lebanon,Czech Republic,live,Commercial,Bred in captivity
2016,II,Neopsephotus bourkii,Aves,Psittaciformes,Psittacidae,Neopsephotus,Maldives,Belgium,live,Commercial,Bred in captivity
2016,II,Neopsephotus bourkii,Aves,Psittaciformes,Psittacidae,Neopsephotus,Mexico,Cuba,live,Commercial,Bred in captivity
2016,II,Neopsephotus bourkii,Aves,Psittaciformes,Psittacidae,Neopsephotus,Norway,Denmark,live,Commercial,Bred in captivity
2016,II,Neopsephotus bourkii,Aves,Psittaciformes,Psittacidae,Neopsephotus,Panama,Cuba,live,Commercial,Bred in captivity
2016,II,Neopsephotus bourkii,Aves,Psittaciformes,Psittacidae,Neopsephotus,Portugal,Switzerland,live,Circus or travelling exhibition,Bred in captivity
2016,II,Neopsephotus bourkii,Aves,Psittaciformes,Psittacidae,Neopsephotus,Senegal,Belgium,live,Commercial,Bred in captivity
2016,II,Neopsephotus bourkii,Aves,Psittaciformes,Psittacidae,Neopsephotus,Suriname,Netherlands,live,Commercial,Bred in captivity
2016,II,Neopsephotus bourkii,Aves,Psittaciformes,Psittacidae,Neopsephotus,Thailand,Belgium,live,Commercial,Bred in captivity
2016,II,Neopsephotus bourkii,Aves,Psittaciformes,Psittacidae,Neopsephotus,Thailand,Netherlands,live,Commercial,Bred in captivity
2016,II,Neopsephotus bourkii,Aves,Psittaciformes,Psittacidae,Neopsephotus,Taiwan,Belgium,live,Commercial,Bred in captivity
2016,II,Neopsephotus bourkii,Aves,Psittaciformes,Psittacidae,Neopsephotus,United States of America,Belgium,live,Commercial,Bred in captivity
2016,II,Nestor notabilis,Aves,Psittaciformes,Psittacidae,Nestor,Hong Kong,Denmark,live,Commercial,Bred in captivity
2016,II,Nestor notabilis,Aves,Psittaciformes,Psittacidae,Nestor,Israel,Denmark,live,Zoo,Bred in captivity
2016,II,Nestor notabilis,Aves,Psittaciformes,Psittacidae,Nestor,Japan,Belgium,live,Commercial,Bred in captivity
2016,II,Nestor notabilis,Aves,Psittaciformes,Psittacidae,Nestor,Japan,Belgium,live,Commercial,Bred in captivity
2016,II,Nestor notabilis,Aves,Psittaciformes,Psittacidae,Nestor,Nepal,Netherlands,live,Commercial,Bred in captivity
2016,II,Nestor notabilis,Aves,Psittaciformes,Psittacidae,Nestor,Panama,Netherlands,live,Commercial,Bred in captivity
2016,II,Nestor notabilis,Aves,Psittaciformes,Psittacidae,Nestor,Thailand,Spain,live,Commercial,Bred in captivity
2016,II,Nestor notabilis,Aves,Psittaciformes,Psittacidae,Nestor,Taiwan,Belgium,live,Commercial,Bred in captivity
2016,II,Northiella haematogaster,Aves,Psittaciformes,Psittacidae,Northiella,Bahrain,Belgium,live,Commercial,Bred in captivity
2016,II,Northiella haematogaster,Aves,Psittaciformes,Psittacidae,Northiella,Chile,Spain,live,Commercial,Bred in captivity
2016,II,Northiella haematogaster,Aves,Psittaciformes,Psittacidae,Northiella,Chile,Spain,live,Commercial,Bred in captivity
2016,II,Northiella haematogaster,Aves,Psittaciformes,Psittacidae,Northiella,Israel,Belgium,live,Commercial,Bred in captivity
2016,II,Northiella haematogaster,Aves,Psittaciformes,Psittacidae,Northiella,Japan,Belgium,live,Commercial,Bred in captivity
2016,II,Northiella haematogaster,Aves,Psittaciformes,Psittacidae,Northiella,South Korea,Netherlands,live,Commercial,Bred in captivity
2016,II,Northiella haematogaster,Aves,Psittaciformes,Psittacidae,Northiella,Norway,Denmark,live,Commercial,Bred in captivity
2016,II,Northiella haematogaster,Aves,Psittaciformes,Psittacidae,Northiella,South Africa,Belgium,live,Commercial,Bred in captivity
2016,II,Orthopsittaca manilata,Aves,Psittaciformes,Psittacidae,Orthopsittaca,Bangladesh,Oman,live,Commercial,Wild
2016,II,Orthopsittaca manilata,Aves,Psittaciformes,Psittacidae,Orthopsittaca,China,Guyana,live,Commercial,Wild
2016,II,Orthopsittaca manilata,Aves,Psittaciformes,Psittacidae,Orthopsittaca,Hong Kong,Singapore,live,Commercial,Wild
2016,II,Orthopsittaca manilata,Aves,Psittaciformes,Psittacidae,Orthopsittaca,Jamaica,Guyana,live,Commercial,Wild
2016,II,Orthopsittaca manilata,Aves,Psittaciformes,Psittacidae,Orthopsittaca,Japan,Philippines,live,Commercial,Bred in captivity
2016,II,Orthopsittaca manilata,Aves,Psittaciformes,Psittacidae,Orthopsittaca,South Korea,Philippines,live,Commercial,Bred in captivity
2016,II,Orthopsittaca manilata,Aves,Psittaciformes,Psittacidae,Orthopsittaca,Libya,Guyana,live,Commercial,Wild
2016,II,Orthopsittaca manilata,Aves,Psittaciformes,Psittacidae,Orthopsittaca,Oman,Suriname,live,Commercial,Wild
2016,II,Orthopsittaca manilata,Aves,Psittaciformes,Psittacidae,Orthopsittaca,Philippines,Guyana,live,Breeding in captivity,Wild
2016,II,Orthopsittaca manilata,Aves,Psittaciformes,Psittacidae,Orthopsittaca,Philippines,Guyana,live,Commercial,Wild
2016,II,Orthopsittaca manilata,Aves,Psittaciformes,Psittacidae,Orthopsittaca,Pakistan,Guyana,live,Commercial,Wild
2016,II,Orthopsittaca manilata,Aves,Psittaciformes,Psittacidae,Orthopsittaca,Singapore,Guyana,live,Commercial,Wild
2016,II,Orthopsittaca manilata,Aves,Psittaciformes,Psittacidae,Orthopsittaca,Thailand,Guyana,live,Commercial,Wild
2016,II,Orthopsittaca manilata,Aves,Psittaciformes,Psittacidae,Orthopsittaca,United States of America,Guyana,feathers,Commercial,Wild
2016,II,Orthopsittaca manilata,Aves,Psittaciformes,Psittacidae,Orthopsittaca,United States of America,Peru,specimens,Scientific,Wild
2016,II,Orthopsittaca manilata,Aves,Psittaciformes,Psittacidae,Orthopsittaca,United States of America,Peru,specimens,Scientific,Wild
2016,II,Orthopsittaca manilata,Aves,Psittaciformes,Psittacidae,Orthopsittaca,United States of America,Suriname,specimens,Scientific,Wild
2016,II,Pionites spp.,Aves,Psittaciformes,Psittacidae,Pionites,Bahamas,United States of America,live,Personal,Bred in captivity
2016,II,Pionites leucogaster,Aves,Psittaciformes,Psittacidae,Pionites,United Arab Emirates,Austria,live,Commercial,Bred in captivity
2016,II,Pionites leucogaster,Aves,Psittaciformes,Psittacidae,Pionites,United Arab Emirates,United States of America,live,Personal,Bred in captivity
2016,II,Pionites leucogaster,Aves,Psittaciformes,Psittacidae,Pionites,United Arab Emirates,United States of America,live,Personal,Born in captivity
2016,II,Pionites leucogaster,Aves,Psittaciformes,Psittacidae,Pionites,Bangladesh,Netherlands,live,Commercial,Bred in captivity
2016,II,Pionites leucogaster,Aves,Psittaciformes,Psittacidae,Pionites,Bahrain,South Africa,live,Commercial,Bred in captivity
2016,II,Pionites leucogaster,Aves,Psittaciformes,Psittacidae,Pionites,Canada,Netherlands,live,Commercial,Bred in captivity
2016,II,Pionites leucogaster,Aves,Psittaciformes,Psittacidae,Pionites,Curaçao,Netherlands,live,Commercial,Bred in captivity
2016,II,Pionites leucogaster,Aves,Psittaciformes,Psittacidae,Pionites,Hong Kong,Czech Republic,live,Commercial,Bred in captivity
2016,II,Pionites leucogaster,Aves,Psittaciformes,Psittacidae,Pionites,Hong Kong,Philippines,live,Commercial,Bred in captivity
2016,II,Pionites leucogaster,Aves,Psittaciformes,Psittacidae,Pionites,Israel,Belgium,live,Commercial,Bred in captivity
2016,II,Pionites leucogaster,Aves,Psittaciformes,Psittacidae,Pionites,Israel,Belgium,live,Commercial,Bred in captivity
2016,II,Pionites leucogaster,Aves,Psittaciformes,Psittacidae,Pionites,Israel,Belgium,live,Commercial,Bred in captivity
2016,II,Pionites leucogaster,Aves,Psittaciformes,Psittacidae,Pionites,Israel,Netherlands,live,Commercial,Bred in captivity
2016,II,Pionites leucogaster,Aves,Psittaciformes,Psittacidae,Pionites,Japan,Belgium,live,Commercial,Bred in captivity
2016,II,Pionites leucogaster,Aves,Psittaciformes,Psittacidae,Pionites,Japan,Belgium,live,Commercial,Bred in captivity
2016,II,Pionites leucogaster,Aves,Psittaciformes,Psittacidae,Pionites,Japan,Belgium,live,Commercial,Bred in captivity
2016,II,Pionites leucogaster,Aves,Psittaciformes,Psittacidae,Pionites,Japan,Belgium,live,Commercial,Bred in captivity
2016,II,Pionites leucogaster,Aves,Psittaciformes,Psittacidae,Pionites,Japan,Belgium,live,Commercial,Bred in captivity
2016,II,Pionites leucogaster,Aves,Psittaciformes,Psittacidae,Pionites,Japan,Belgium,live,Commercial,Bred in captivity
2016,II,Pionites leucogaster,Aves,Psittaciformes,Psittacidae,Pionites,Japan,Philippines,live,Commercial,Bred in captivity
2016,II,Pionites leucogaster,Aves,Psittaciformes,Psittacidae,Pionites,Japan,Singapore,live,Commercial,Bred in captivity
2016,II,Pionites leucogaster,Aves,Psittaciformes,Psittacidae,Pionites,Japan,Taiwan,eggs (live),Commercial,Bred in captivity
2016,II,Pionites leucogaster,Aves,Psittaciformes,Psittacidae,Pionites,South Korea,Spain,live,Commercial,Bred in captivity
2016,II,Pionites leucogaster,Aves,Psittaciformes,Psittacidae,Pionites,South Korea,Netherlands,live,Commercial,Bred in captivity
2016,II,Pionites leucogaster,Aves,Psittaciformes,Psittacidae,Pionites,South Korea,Philippines,live,Commercial,Bred in captivity
2016,II,Pionites leucogaster,Aves,Psittaciformes,Psittacidae,Pionites,Kuwait,Belgium,live,Commercial,Bred in captivity
2016,II,Pionites leucogaster,Aves,Psittaciformes,Psittacidae,Pionites,Kuwait,Spain,live,Commercial,Bred in captivity
2016,II,Pionites leucogaster,Aves,Psittaciformes,Psittacidae,Pionites,Kuwait,Spain,live,Commercial,Bred in captivity
2016,II,Pionites leucogaster,Aves,Psittaciformes,Psittacidae,Pionites,Kuwait,Qatar,live,Commercial,Bred in captivity
2016,II,Pionites leucogaster,Aves,Psittaciformes,Psittacidae,Pionites,Kuwait,Slovakia,live,Commercial,Bred in captivity
2016,II,Pionites leucogaster,Aves,Psittaciformes,Psittacidae,Pionites,Malaysia,Netherlands,live,Commercial,Bred in captivity
2016,II,Pionites leucogaster,Aves,Psittaciformes,Psittacidae,Pionites,Nepal,Netherlands,live,Commercial,Bred in captivity
2016,II,Pionites leucogaster,Aves,Psittaciformes,Psittacidae,Pionites,Oman,South Africa,live,Commercial,Bred in captivity
2016,II,Pionites leucogaster,Aves,Psittaciformes,Psittacidae,Pionites,Panama,Netherlands,live,Commercial,Bred in captivity
2016,II,Pionites leucogaster,Aves,Psittaciformes,Psittacidae,Pionites,Portugal,Brazil,live,Personal,Bred in captivity
2016,II,Pionites leucogaster,Aves,Psittaciformes,Psittacidae,Pionites,Portugal,Switzerland,live,Commercial,Bred in captivity
2016,II,Pionites leucogaster,Aves,Psittaciformes,Psittacidae,Pionites,Qatar,South Africa,live,Commercial,Bred in captivity
2016,II,Pionites leucogaster,Aves,Psittaciformes,Psittacidae,Pionites,Singapore,Belgium,live,Commercial,Bred in captivity
2016,II,Pionites leucogaster,Aves,Psittaciformes,Psittacidae,Pionites,Singapore,Belgium,live,Commercial,Bred in captivity
2016,II,Pionites leucogaster,Aves,Psittaciformes,Psittacidae,Pionites,Singapore,Mali,live,Commercial,Bred in captivity
2016,II,Pionites leucogaster,Aves,Psittaciformes,Psittacidae,Pionites,Singapore,Netherlands,live,Commercial,Bred in captivity
2016,II,Pionites leucogaster,Aves,Psittaciformes,Psittacidae,Pionites,Singapore,Philippines,live,Commercial,Bred in captivity
2016,II,Pionites leucogaster,Aves,Psittaciformes,Psittacidae,Pionites,Thailand,Netherlands,live,Commercial,Bred in captivity
2016,II,Pionites leucogaster,Aves,Psittaciformes,Psittacidae,Pionites,Thailand,United States of America,live,Commercial,Bred in captivity
2016,II,Pionites leucogaster,Aves,Psittaciformes,Psittacidae,Pionites,Thailand,United States of America,live,Commercial,Confiscated or seized specimens
2016,II,Pionites leucogaster,Aves,Psittaciformes,Psittacidae,Pionites,Taiwan,Belgium,live,Commercial,Bred in captivity
2016,II,Pionites leucogaster,Aves,Psittaciformes,Psittacidae,Pionites,Taiwan,Belgium,live,Commercial,Bred in captivity
2016,II,Pionites leucogaster,Aves,Psittaciformes,Psittacidae,Pionites,Taiwan,Belgium,live,Commercial,Bred in captivity
2016,II,Pionites leucogaster,Aves,Psittaciformes,Psittacidae,Pionites,Taiwan,Belgium,live,Commercial,Bred in captivity
2016,II,Pionites leucogaster,Aves,Psittaciformes,Psittacidae,Pionites,Taiwan,Belgium,live,Commercial,Bred in captivity
2016,II,Pionites leucogaster,Aves,Psittaciformes,Psittacidae,Pionites,Taiwan,Netherlands,live,Commercial,Bred in captivity
2016,II,Pionites leucogaster,Aves,Psittaciformes,Psittacidae,Pionites,Taiwan,Singapore,live,Commercial,Bred in captivity
2016,II,Pionites leucogaster,Aves,Psittaciformes,Psittacidae,Pionites,Taiwan,United States of America,live,Commercial,Born in captivity
2016,II,Pionites leucogaster,Aves,Psittaciformes,Psittacidae,Pionites,United States of America,Canada,live,Personal,Born in captivity
2016,II,Pionites leucogaster,Aves,Psittaciformes,Psittacidae,Pionites,Vietnam,Singapore,live,Personal,Bred in captivity
2016,II,Pionites melanocephalus,Aves,Psittaciformes,Psittacidae,Pionites,United Arab Emirates,Belgium,live,Commercial,Bred in captivity
2016,II,Pionites melanocephalus,Aves,Psittaciformes,Psittacidae,Pionites,United Arab Emirates,Oman,live,Commercial,Bred in captivity
2016,II,Pionites melanocephalus,Aves,Psittaciformes,Psittacidae,Pionites,Barbados,Trinidad and Tobago,live,Commercial,Bred in captivity
2016,II,Pionites melanocephalus,Aves,Psittaciformes,Psittacidae,Pionites,Bangladesh,Guyana,live,Commercial,Wild
2016,II,Pionites melanocephalus,Aves,Psittaciformes,Psittacidae,Pionites,Bangladesh,Netherlands,live,Commercial,Bred in captivity
2016,II,Pionites melanocephalus,Aves,Psittaciformes,Psittacidae,Pionites,Bangladesh,Oman,live,Commercial,Wild
2016,II,Pionites melanocephalus,Aves,Psittaciformes,Psittacidae,Pionites,Bangladesh,Oman,live,Commercial,Bred in captivity
2016,II,Pionites melanocephalus,Aves,Psittaciformes,Psittacidae,Pionites,Canada,Netherlands,live,Commercial,Bred in captivity
2016,II,Pionites melanocephalus,Aves,Psittaciformes,Psittacidae,Pionites,Canada,United States of America,live,Personal,Bred in captivity
2016,II,Pionites melanocephalus,Aves,Psittaciformes,Psittacidae,Pionites,Switzerland,Germany,live,Commercial,Bred in captivity
2016,II,Pionites melanocephalus,Aves,Psittaciformes,Psittacidae,Pionites,China,Guyana,live,Commercial,Wild
2016,II,Pionites melanocephalus,Aves,Psittaciformes,Psittacidae,Pionites,Hong Kong,Czech Republic,live,Commercial,Bred in captivity
2016,II,Pionites melanocephalus,Aves,Psittaciformes,Psittacidae,Pionites,Hong Kong,Mali,live,Commercial,Bred in captivity
2016,II,Pionites melanocephalus,Aves,Psittaciformes,Psittacidae,Pionites,Hong Kong,Philippines,live,Commercial,Bred in captivity
2016,II,Pionites melanocephalus,Aves,Psittaciformes,Psittacidae,Pionites,Hong Kong,Singapore,live,Commercial,Wild
2016,II,Pionites melanocephalus,Aves,Psittaciformes,Psittacidae,Pionites,Hong Kong,Suriname,live,Commercial,Wild
2016,II,Pionites melanocephalus,Aves,Psittaciformes,Psittacidae,Pionites,Israel,Belgium,live,Commercial,Bred in captivity
2016,II,Pionites melanocephalus,Aves,Psittaciformes,Psittacidae,Pionites,Japan,Belgium,live,Commercial,Bred in captivity
2016,II,Pionites melanocephalus,Aves,Psittaciformes,Psittacidae,Pionites,Japan,Belgium,live,Commercial,Bred in captivity
2016,II,Pionites melanocephalus,Aves,Psittaciformes,Psittacidae,Pionites,Japan,Belgium,live,Commercial,Bred in captivity
2016,II,Pionites melanocephalus,Aves,Psittaciformes,Psittacidae,Pionites,Japan,Belgium,live,Commercial,Bred in captivity
2016,II,Pionites melanocephalus,Aves,Psittaciformes,Psittacidae,Pionites,Japan,Belgium,live,Commercial,Bred in captivity
2016,II,Pionites melanocephalus,Aves,Psittaciformes,Psittacidae,Pionites,Japan,Guyana,live,Commercial,Wild
2016,II,Pionites melanocephalus,Aves,Psittaciformes,Psittacidae,Pionites,Japan,Philippines,live,Commercial,Bred in captivity
2016,II,Pionites melanocephalus,Aves,Psittaciformes,Psittacidae,Pionites,Japan,Singapore,live,Commercial,Bred in captivity
2016,II,Pionites melanocephalus,Aves,Psittaciformes,Psittacidae,Pionites,Japan,Taiwan,eggs (live),Commercial,Bred in captivity
2016,II,Pionites melanocephalus,Aves,Psittaciformes,Psittacidae,Pionites,South Korea,Spain,live,Commercial,Bred in captivity
2016,II,Pionites melanocephalus,Aves,Psittaciformes,Psittacidae,Pionites,South Korea,Netherlands,live,Commercial,Bred in captivity
2016,II,Pionites melanocephalus,Aves,Psittaciformes,Psittacidae,Pionites,South Korea,Philippines,live,Commercial,Bred in captivity
2016,II,Pionites melanocephalus,Aves,Psittaciformes,Psittacidae,Pionites,Kuwait,Guyana,live,Commercial,Wild
2016,II,Pionites melanocephalus,Aves,Psittaciformes,Psittacidae,Pionites,Kuwait,Qatar,live,Commercial,Bred in captivity
2016,II,Pionites melanocephalus,Aves,Psittaciformes,Psittacidae,Pionites,Libya,Guyana,live,Commercial,Wild
2016,II,Pionites melanocephalus,Aves,Psittaciformes,Psittacidae,Pionites,Malaysia,Guyana,live,Commercial,Wild
2016,II,Pionites melanocephalus,Aves,Psittaciformes,Psittacidae,Pionites,Malaysia,Netherlands,live,Commercial,Bred in captivity
2016,II,Pionites melanocephalus,Aves,Psittaciformes,Psittacidae,Pionites,Netherlands,South Africa,live,Personal,Bred in captivity
2016,II,Pionites melanocephalus,Aves,Psittaciformes,Psittacidae,Pionites,Oman,Suriname,live,Commercial,Wild
2016,II,Pionites melanocephalus,Aves,Psittaciformes,Psittacidae,Pionites,Oman,South Africa,live,Commercial,Bred in captivity
2016,II,Pionites melanocephalus,Aves,Psittaciformes,Psittacidae,Pionites,Philippines,Guyana,live,Breeding in captivity,Wild
2016,II,Pionites melanocephalus,Aves,Psittaciformes,Psittacidae,Pionites,Philippines,Guyana,live,Commercial,Wild
2016,II,Pionites melanocephalus,Aves,Psittaciformes,Psittacidae,Pionites,Pakistan,Guyana,live,Commercial,Wild
2016,II,Pionites melanocephalus,Aves,Psittaciformes,Psittacidae,Pionites,Qatar,United Arab Emirates,live,Commercial,Bred in captivity
2016,II,Pionites melanocephalus,Aves,Psittaciformes,Psittacidae,Pionites,Qatar,South Africa,live,Commercial,Bred in captivity
2016,II,Pionites melanocephalus,Aves,Psittaciformes,Psittacidae,Pionites,Singapore,Guyana,live,Commercial,Wild
2016,II,Pionites melanocephalus,Aves,Psittaciformes,Psittacidae,Pionites,Singapore,Netherlands,live,Commercial,Bred in captivity
2016,II,Pionites melanocephalus,Aves,Psittaciformes,Psittacidae,Pionites,Singapore,Suriname,live,Commercial,Wild
2016,II,Pionites melanocephalus,Aves,Psittaciformes,Psittacidae,Pionites,Thailand,Guyana,live,Commercial,Wild
2016,II,Pionites melanocephalus,Aves,Psittaciformes,Psittacidae,Pionites,Trinidad and Tobago,Barbados,live,Commercial,Confiscated or seized specimens
2016,II,Pionites melanocephalus,Aves,Psittaciformes,Psittacidae,Pionites,Taiwan,Guyana,live,Commercial,Wild
2016,II,Pionites melanocephalus,Aves,Psittaciformes,Psittacidae,Pionites,Taiwan,Netherlands,live,Commercial,Bred in captivity
2016,II,Pionites melanocephalus,Aves,Psittaciformes,Psittacidae,Pionites,Taiwan,Singapore,live,Commercial,Bred in captivity
2016,II,Pionites melanocephalus,Aves,Psittaciformes,Psittacidae,Pionites,Taiwan,Singapore,live,Commercial,Born in captivity
2016,II,Pionites melanocephalus,Aves,Psittaciformes,Psittacidae,Pionites,Taiwan,United States of America,live,Commercial,Born in captivity
2016,II,Pionites melanocephalus,Aves,Psittaciformes,Psittacidae,Pionites,United States of America,Canada,live,Personal,Wild
